5.08054;2.011743215;1.127463655;5.035517136;-0.02067812;2.938599219;1.88879638;4.026741624;-0.092933049;2.075413938;4.922663956
8.29034;4.810563856;3.867022266;3.039084033;2.141945859;1.051121957;4.914375718;4.133477563;2.953734573;0.812084093;3.971704529
-2.37946;5.066533167;0.926326401;4.799078664;4.957590906;1.01256383;-0.074082408;3.966335662;1.206288768;4.084313195;0.99948418
9.39015;0.089974037;4.261516432;1.01253525;4.949691519;0.901235289;5.033475504;5.074164461;0.090502859;3.045073533;-0.010174734
-3.36978;2.015139239;4.823112999;1.903719318;3.89016949;5.046880733;1.983649905;1.968066631;4.03061828;1.208371572;4.83211151
4.9005;0.967655025;2.110537918;4.753674365;2.754069292;0.882636643;3.132582768;0.111093275;0.115648988;1.14615579;4.186117542
4.96051;4.906627849;5.014864154;4.932910501;-0.172348105;3.123003808;3.168217893;0.891184101;4.090543557;1.862530773;2.933237532
2.70015;1.125584693;-0.077998213;1.095938366;3.892836757;0.018078912;4.946589467;4.923015542;4.913738793;2.754667011;2.998137288
4.35004;3.044113721;4.889106991;0.021977634;4.048335239;0.799264492;1.036338379;4.054529018;-0.056223532;5.094549829;5.005571169
-3.86989;0.930894471;5.026016539;0.996894784;3.898351211;0.993328627;-0.120840536;1.112160204;3.877008828;3.910501731;2.097459631
4.22021;0.113760724;3.98696107;2.054965369;2.927324236;0.897333217;4.101135515;1.177003333;4.12628586;2.932737066;5.062895553
-8.45975;1.144622797;4.174678598;2.006486381;3.985552459;3.944236103;-0.144686566;5.099811776;5.180689988;1.734361378;2.90370408
12.24015;3.921215522;3.149597031;1.096865064;1.027511903;3.989249302;4.960617686;4.880887722;0.961939933;5.0367431;1.09007297
-3.24977;4.833459765;3.276827649;1.9184802;0.032131827;1.960244608;-0.166067367;2.864018862;5.011663143;1.986875024;3.072084512
4.95013;2.92152155;0.915393178;0.994756943;4.070532018;4.970641562;5.011854301;3.16852469;1.979204836;2.914168835;3.088599575
1.85052;0.030605498;1.029432844;5.024331737;1.880054709;2.068079788;2.091885181;2.065466093;0.023610394;0.05755577;0.010216152
3.65051;-0.1539399;0.0502573;4.936574647;2.031043984;2.995148381;5.055237364;1.041739147;5.252046426;4.074322948;1.170257981
